ID,Insects,Crop,Soil,Category_of_Toxicant,Does_count,Number_of_Weeks_Used,Number_Weeks_does_not used,Season 
66471,2840,1,1,3,20,60.0,0,2,0
66498,168,0,0,3,25,18.0,0,3,0
66499,168,0,0,3,30,14.0,0,1,0
66508,232,0,1,3,20,21.0,0,2,0
66526,311,0,1,3,15,17.0,0,1,0
66530,312,0,0,3,30,20.0,0,2,0
66546,375,0,1,3,10,27.0,0,1,0
66560,448,0,0,3,30,30.0,0,1,0
66571,531,0,1,3,10,28.0,0,1,0
66582,577,0,1,3,15,20.0,0,2,0
66585,577,0,1,3,40,30.0,0,1,0
66593,626,0,1,3,20,32.0,0,2,0
66638,915,0,1,3,5,30.0,0,2,0
66683,1132,0,0,3,10,40.0,0,3,0
66686,1132,0,0,3,20,40.0,0,2,1
66694,1212,0,0,3,10,40.0,0,2,0
66695,1212,0,0,3,20,39.0,0,2,0
66696,1212,0,0,3,20,40.0,0,1,0
66705,1385,0,1,3,10,40.0,0,2,0
66708,1385,0,0,3,45,40.0,0,1,0
66714,1478,0,1,3,60,48.0,0,2,0
66723,1576,0,0,3,15,48.0,0,2,0
66724,1575,0,0,3,20,45.0,0,3,0
66728,1678,0,1,3,5,44.0,0,1,0
66742,1785,0,1,3,30,49.0,0,2,1
66748,1898,0,1,3,10,30.0,0,2,0
66749,1898,0,1,3,15,50.0,0,2,0
66766,2015,0,0,3,30,50.0,0,3,0
66769,2015,0,0,3,40,47.0,0,2,1
66792,2401,0,0,3,25,54.0,0,2,0
66796,2542,0,1,3,40,57.0,0,2,0
66824,3702,0,0,3,20,58.0,0,3,0
66839,283,1,1,2,40,25.0,0,2,0
66853,410,1,1,2,40,15.0,10,1,0
66890,577,1,1,2,30,25.0,6,1,0
66894,626,1,1,2,5,14.0,16,2,0
66903,625,1,1,2,30,15.0,17,2,0
66910,625,1,1,2,60,30.0,3,2,0
66911,677,1,1,2,5,30.0,1,1,0
66917,677,1,1,2,20,30.0,3,2,0
66921,677,1,1,2,40,23.0,11,3,0
66926,731,1,1,2,20,22.0,15,2,0
66927,731,1,1,2,25,30.0,3,2,0
66936,789,1,1,2,20,20.0,16,2,0
66945,789,1,1,2,30,21.0,15,3,0
66953,851,1,1,2,15,30.0,10,2,0
66966,851,1,1,2,40,32.0,4,2,0
66976,916,1,1,2,30,39.0,0,2,0
66993,984,1,1,2,40,26.0,13,2,0
66999,984,1,1,2,20,20.0,16,2,0
67002,984,1,1,2,20,40.0,2,3,0
67010,984,1,1,2,35,25.0,15,1,0
67013,984,1,1,2,40,30.0,9,2,0
67043,1132,1,1,2,5,20.0,20,1,0
67048,1132,1,1,2,10,40.0,2,2,0
67051,1132,1,1,2,20,18.0,23,3,0
67072,1132,1,1,2,40,25.0,15,2,0
67085,1212,1,1,2,20,27.0,15,2,0
67091,1212,1,1,2,30,34.0,5,1,0
67104,1296,1,1,2,20,12.0,30,2,0
67115,1297,1,1,2,40,25.0,18,1,0
67144,1385,1,1,2,20,24.0,17,1,1
67161,1478,1,1,2,60,25.0,21,2,2
67179,1576,1,1,2,40,32.0,12,3,0
67190,1678,1,1,2,15,22.0,24,2,0
67218,1785,1,1,2,20,42.0,5,1,0
67222,1785,1,1,2,40,30.0,20,3,0
67224,1786,1,1,2,40,50.0,1,2,0
67242,1898,1,1,2,30,45.0,4,2,0
67246,1898,1,1,2,40,40.0,9,2,0
67251,1898,1,1,2,20,19.0,32,3,1
67267,2015,1,1,2,40,30.0,25,3,0
67294,2139,1,1,2,40,30.0,20,2,0
67306,2267,1,1,2,15,47.0,5,2,0
67313,2267,1,1,2,60,33.0,23,2,0
67314,2267,1,1,2,60,33.0,19,1,0
67328,2401,1,1,2,25,40.0,15,3,0
67329,2402,1,1,2,30,25.0,29,2,0
67344,2542,1,1,2,10,30.0,23,2,0
67370,2687,1,1,2,10,33.0,17,1,0
67375,2688,1,1,2,20,26.0,25,1,0
67384,2840,1,1,2,20,36.0,21,2,0
67390,2999,1,1,2,10,10.0,39,2,0
67392,2999,1,1,2,20,29.0,24,2,0
67401,3164,1,1,2,5,15.0,37,2,0
67403,3165,1,1,2,15,39.0,20,1,0
67424,3516,1,1,2,20,53.0,7,1,0
67449,209,1,0,2,20,22.0,1,2,0
67483,410,1,0,2,60,22.0,2,2,0
67487,448,1,0,2,20,17.0,13,2,0
67496,448,1,0,2,60,24.0,5,1,0
67507,488,1,0,2,20,20.0,7,2,0
67509,488,1,0,2,30,18.0,11,2,0
67524,531,1,0,2,25,10.0,18,1,0
67530,531,1,0,2,50,17.0,16,2,0
67532,531,1,0,2,50,18.0,12,1,0
67533,531,1,0,2,50,25.0,6,3,0
67545,577,1,0,2,20,33.0,1,2,0
67546,577,1,0,2,25,20.0,11,2,0
67565,625,1,0,2,25,20.0,15,3,0
67574,626,1,0,2,20,10.0,20,2,0
67577,626,1,0,2,20,37.0,2,1,0
67590,677,1,0,2,10,30.0,5,2,0
67593,677,1,0,2,15,14.0,19,2,0
67606,677,1,0,2,35,30.0,4,2,0
67611,677,1,0,2,80,29.0,6,3,0
67630,732,1,0,2,30,23.0,13,3,0
67636,732,1,0,2,30,30.0,0,2,0
67673,851,1,0,2,60,33.0,5,2,0
67679,850,1,0,2,20,25.0,10,2,0
67695,851,1,0,2,50,23.0,14,3,0
67703,916,1,0,2,5,20.0,17,1,0
67704,916,1,0,2,5,35.0,5,3,0
67707,915,1,0,2,10,16.0,20,2,0
67724,984,1,0,2,5,20.0,16,2,0
67729,984,1,0,2,20,14.0,26,1,0
67732,984,1,0,2,20,23.0,13,3,0
67734,984,1,0,2,20,25.0,14,1,0
67735,984,1,0,2,20,25.0,12,1,0
67739,984,1,0,2,25,30.0,8,3,0
67771,1056,1,0,2,25,39.0,3,2,0
67774,1056,1,0,2,30,20.0,17,2,0
67786,1056,1,0,2,30,25.0,13,3,1
67788,1056,1,0,2,30,29.0,12,3,1
67798,1132,1,0,2,20,20.0,19,2,0
67803,1132,1,0,2,20,35.0,6,1,0
67807,1132,1,0,2,25,37.0,5,1,0
67818,1132,1,0,2,50,35.0,5,2,0
67831,1212,1,0,2,10,30.0,2,2,0
67833,1212,1,0,2,10,20.0,17,2,0
67847,1212,1,0,2,25,35.0,5,1,0
67857,1212,1,0,2,40,19.0,21,1,0
67862,1212,1,0,2,50,13.0,28,1,0
67865,1212,1,0,2,60,38.0,2,1,0
67867,1212,1,0,2,20,19.0,21,1,1
67873,1296,1,0,2,40,22.0,18,2,0
67894,1296,1,0,2,30,37.0,5,1,0
67902,1296,1,0,2,65,22.0,20,2,0
67926,1385,1,0,2,35,46.0,1,3,0
67933,1385,1,0,2,40,40.0,4,2,1
67948,1478,1,0,2,20,30.0,10,3,0
67952,1478,1,0,2,30,30.0,12,3,0
67954,1478,1,0,2,30,20.0,19,2,0
67970,1478,1,0,2,15,30.0,17,2,1
67974,1576,1,0,2,10,35.0,11,1,0
67977,1575,1,0,2,20,30.0,16,2,0
67984,1576,1,0,2,30,35.0,10,2,0
68014,1678,1,0,2,30,30.0,17,2,0
68022,1678,1,0,2,40,40.0,3,2,0
68030,1786,1,0,2,5,30.0,18,3,0
68032,1785,1,0,2,10,10.0,33,2,0
68036,1785,1,0,2,20,10.0,32,2,0
68043,1785,1,0,2,20,42.0,2,2,0
68048,1785,1,0,2,40,49.0,1,3,0
68051,1786,1,0,2,50,30.0,16,3,0
68056,1785,1,0,2,15,16.0,31,1,1
68076,1898,1,0,2,30,36.0,14,2,0
68078,1898,1,0,2,40,30.0,16,2,0
68090,2015,1,0,2,10,29.0,17,1,0
68098,2016,1,0,2,20,35.0,14,2,1
68100,2139,1,0,2,5,38.0,14,3,0
68109,2138,1,0,2,30,42.0,6,1,0
68111,2139,1,0,2,30,20.0,29,1,0
68115,2138,1,0,2,40,30.0,20,2,0
68120,2139,1,0,2,80,42.0,10,2,1
68130,2267,1,0,2,20,42.0,7,1,0
68135,2267,1,0,2,40,40.0,11,2,0
68141,2267,1,0,2,10,30.0,19,2,1
68144,2267,1,0,2,20,40.0,9,2,1
68175,2541,1,0,2,20,46.0,15,3,0
68177,2542,1,0,2,20,13.0,40,3,1
68182,2688,1,0,2,10,50.0,1,1,0
68202,2840,1,0,2,30,45.0,10,1,0
68230,2999,1,0,2,40,30.0,24,2,1
68250,3336,1,0,2,10,35.0,18,2,1
68262,4096,1,0,2,30,52.0,15,2,2
68266,209,0,1,2,40,22.0,1,1,0
68268,231,0,1,2,5,14.0,7,2,0
68272,256,0,1,2,30,15.0,7,2,0
68278,312,0,1,2,10,20.0,2,2,0
68279,312,0,1,2,20,14.0,12,2,0
68287,342,0,1,2,20,26.0,0,3,0
68291,375,0,1,2,20,25.0,2,1,0
68298,410,0,1,2,15,21.0,5,2,0
68317,448,0,1,2,40,20.0,11,2,0
68332,531,0,1,2,5,25.0,6,2,0
68333,531,0,1,2,10,10.0,18,2,0
68350,577,0,1,2,25,30.0,0,2,0
68351,577,0,1,2,30,28.0,5,2,0
68358,625,0,1,2,10,30.0,2,2,0
68381,677,0,1,2,30,17.0,18,2,0
68390,732,0,1,2,20,20.0,12,3,0
68394,731,0,1,2,40,22.0,13,3,0
68395,731,0,1,2,50,35.0,1,3,0
68399,789,0,1,2,15,11.0,22,2,0
68403,789,0,1,2,20,30.0,8,2,0
68424,915,0,1,2,15,30.0,5,1,0
68431,916,0,1,2,30,35.0,5,3,0
68437,984,0,1,2,10,30.0,0,1,0
68438,984,0,1,2,10,30.0,9,2,0
68455,1056,0,1,2,20,30.0,9,2,0
68459,1056,0,1,2,60,40.0,0,1,0
68460,1132,0,1,2,15,35.0,6,1,0
68473,1212,0,1,2,10,20.0,19,2,0
68475,1212,0,1,2,10,30.0,9,2,0
68477,1212,0,1,2,15,20.0,20,3,0
68479,1212,0,1,2,20,30.0,8,2,0
68490,1297,0,1,2,15,22.0,20,2,0
68504,1385,0,1,2,10,40.0,5,1,0
68513,1478,0,1,2,5,34.0,12,1,0
68518,1478,0,1,2,20,24.0,18,1,0
68519,1478,0,1,2,20,36.0,11,2,0
68531,1576,0,1,2,30,40.0,8,2,0
68557,1898,0,1,2,5,40.0,8,2,0
68564,1898,0,1,2,30,47.0,1,2,0
68568,1898,0,1,2,40,40.0,4,2,1
68577,2139,0,1,2,5,40.0,6,2,0
68582,2139,0,1,2,20,36.0,16,1,0
68589,2267,0,1,2,5,41.0,12,2,0
68593,2267,0,1,2,20,45.0,6,3,0
68598,2401,0,1,2,25,27.0,25,2,0
68600,2541,0,1,2,5,26.0,11,1,0
68605,2542,0,1,2,20,50.0,6,3,0
68616,2840,0,1,2,15,48.0,8,1,0
68625,3337,0,1,2,5,12.0,35,3,0
68636,531,0,0,1,0,0.0,0,1,1
68645,1478,1,1,1,0,0.0,0,2,1
68653,2541,0,0,1,0,0.0,0,2,2
68662,168,1,1,3,20,19.0,0,2,0
68668,188,1,0,3,35,21.0,0,1,0
68670,231,1,1,3,20,22.0,0,1,0
68681,283,1,1,3,30,25.0,0,1,0
68697,410,1,1,3,40,36.0,0,1,0
68716,489,1,1,3,30,33.0,0,3,2
68717,488,1,0,3,15,35.0,0,1,0
68730,577,1,1,3,15,33.0,0,1,0
68733,577,1,1,3,20,33.0,0,2,1
68738,577,1,0,3,40,30.0,0,2,1
68753,677,1,1,3,40,30.0,0,2,0
68762,731,1,1,3,20,36.0,0,3,1
68763,731,1,1,3,20,36.0,0,1,1
68769,790,1,1,3,15,36.0,0,2,0
68776,789,1,0,3,60,41.0,0,1,1
68777,790,1,0,3,40,34.0,0,1,2
68782,850,1,1,3,15,15.0,0,2,1
68791,915,1,1,3,25,40.0,0,1,0
68799,984,1,1,3,40,40.0,0,2,0
68802,984,1,0,3,15,35.0,0,1,0
68805,984,1,0,3,10,30.0,0,3,1
68809,1056,1,1,3,10,40.0,0,3,0
68841,1297,1,1,3,40,46.0,0,1,0
68845,1296,1,1,3,20,45.0,0,2,1
68858,1385,1,1,3,40,49.0,0,1,1
68869,1478,1,1,3,20,50.0,0,1,0
68870,1478,1,1,3,25,50.0,0,2,1
68897,1678,1,0,3,20,50.0,0,1,2
68898,1785,1,1,3,10,50.0,0,3,0
68900,1785,1,1,3,20,50.0,0,3,0
68907,1785,1,0,3,20,50.0,0,2,0
68930,2138,1,0,3,5,50.0,0,1,0
68963,2840,1,0,3,20,55.0,0,2,0
68977,3336,1,1,3,20,60.0,0,1,1
68987,150,0,1,3,40,14.0,0,3,0
68990,168,0,1,3,10,18.0,0,2,0
68992,188,0,1,3,25,18.0,0,2,0
69009,256,0,1,3,45,25.0,0,2,0
69011,256,0,0,3,40,26.0,0,3,0
69025,342,0,0,3,35,25.0,0,1,0
69029,375,0,0,3,10,16.0,0,1,0
69030,375,0,0,3,20,27.0,0,1,0
69069,531,0,1,3,35,32.0,0,2,0
69090,625,0,1,3,20,32.0,0,3,0
69093,625,0,0,3,35,35.0,0,1,0
69096,625,0,0,3,20,32.0,0,2,2
69100,677,0,1,3,20,35.0,0,1,2
69120,851,0,1,3,15,36.0,0,2,0
69150,1056,0,1,3,5,43.0,0,3,0
69166,1056,0,0,3,25,40.0,0,3,2
69193,1212,0,0,3,30,39.0,0,2,1
69198,1296,0,1,3,45,40.0,0,2,0
69231,1576,0,1,3,30,40.0,0,1,0
69238,1576,0,0,3,20,38.0,0,3,1
69239,1576,0,0,3,60,48.0,0,1,1
69245,1678,0,1,3,15,48.0,0,2,1
69250,1678,0,0,3,30,40.0,0,1,0
69251,1678,0,0,3,40,48.0,0,2,0
69266,1898,0,0,3,5,50.0,0,3,0
69285,2139,0,0,3,10,30.0,0,3,0
69290,2267,0,0,3,10,50.0,0,3,0
69298,2401,0,0,3,10,54.0,0,1,0
69309,2688,0,1,3,20,50.0,0,3,0
69320,3164,0,0,3,15,55.0,0,2,1
69330,188,1,1,2,40,10.0,7,3,0
69347,411,1,1,2,25,15.0,10,2,0
69363,488,1,1,2,30,15.0,16,1,0
69371,531,1,1,2,20,32.0,0,3,0
69379,577,1,1,2,20,25.0,5,3,0
69381,577,1,1,2,30,23.0,12,3,0
69389,626,1,1,2,20,18.0,14,1,0
69393,625,1,1,2,25,18.0,16,3,0
69394,626,1,1,2,30,28.0,6,1,0
69398,626,1,1,2,50,25.0,10,2,0
69402,677,1,1,2,20,34.0,0,3,0
69406,677,1,1,2,40,34.0,1,3,0
69426,731,1,1,2,30,30.0,3,2,0
69429,731,1,1,2,50,30.0,4,1,0
69446,789,1,1,2,60,14.0,20,2,0
69454,850,1,1,2,15,30.0,1,2,0
69460,851,1,1,2,20,20.0,17,3,0
69464,851,1,1,2,30,36.0,1,2,0
69467,851,1,1,2,40,30.0,6,2,0
69470,851,1,1,2,40,26.0,14,1,0
69472,851,1,1,2,50,30.0,10,3,0
69495,984,1,1,2,10,20.0,17,2,0
69502,984,1,1,2,30,40.0,0,3,0
69512,1056,1,1,2,15,36.0,7,3,0
69515,1056,1,1,2,15,36.0,5,2,0
69521,1056,1,1,2,20,40.0,2,2,0
69525,1056,1,1,2,30,20.0,17,2,0
69547,1132,1,1,2,30,28.0,15,1,0
69554,1132,1,1,2,60,44.0,2,1,1
69565,1212,1,1,2,20,40.0,0,1,0
69568,1212,1,1,2,30,33.0,8,3,0
69588,1296,1,1,2,20,12.0,30,3,0
69617,1385,1,1,2,30,40.0,3,1,0
69640,1478,1,1,2,40,40.0,3,2,0
69653,1575,1,1,2,20,40.0,5,3,0
69655,1576,1,1,2,40,17.0,28,2,0
69662,1576,1,1,2,60,30.0,18,2,0
69665,1576,1,1,2,20,34.0,13,2,1
69666,1575,1,1,2,40,40.0,2,3,1
69685,1678,1,1,2,50,46.0,2,1,0
69692,1786,1,1,2,10,17.0,28,1,0
69710,1786,1,1,2,20,35.0,15,2,1
69724,1898,1,1,2,20,45.0,6,2,0
69756,2015,1,1,2,30,50.0,3,3,0
69766,2139,1,1,2,10,20.0,34,1,0
69773,2139,1,1,2,20,36.0,16,2,0
69779,2138,1,1,2,60,23.0,32,2,0
69782,2138,1,1,2,10,40.0,8,2,1
69799,2267,1,1,2,50,54.0,1,2,0
69801,2267,1,1,2,30,32.0,20,1,1
69803,2267,1,1,2,30,49.0,3,2,1
69811,2401,1,1,2,20,40.0,11,1,0
69830,2541,1,1,2,40,18.0,34,2,0
69838,2687,1,1,2,10,45.0,7,1,0
69843,2688,1,1,2,20,32.0,21,2,0
69845,2688,1,1,2,20,40.0,16,1,0
69849,2688,1,1,2,40,48.0,8,2,0
69863,2840,1,1,2,20,28.0,30,3,1
69867,2999,1,1,2,20,30.0,31,2,0
69887,3515,1,1,2,10,50.0,12,2,0
69888,3516,1,1,2,20,20.0,37,1,0
69899,3702,1,1,2,5,20.0,28,1,0
69910,4097,1,1,2,20,40.0,21,3,1
69913,151,1,0,2,50,18.0,3,3,0
69914,168,1,0,2,15,15.0,4,3,0
69915,168,1,0,2,30,16.0,0,3,0
69941,375,1,0,2,15,12.0,14,1,0
69943,375,1,0,2,20,17.0,9,2,0
69946,375,1,0,2,25,17.0,9,2,0
69969,448,1,0,2,20,27.0,2,3,0
69977,448,1,0,2,35,25.0,6,1,0
69978,448,1,0,2,40,23.0,6,1,0
69980,448,1,0,2,40,25.0,4,2,0
69981,448,1,0,2,40,30.0,0,3,0
69985,488,1,0,2,15,13.0,17,2,0
69995,488,1,0,2,35,12.0,14,1,0
70003,531,1,0,2,20,25.0,1,3,0
70014,531,1,0,2,45,25.0,6,2,0
70025,577,1,0,2,20,14.0,14,3,0
70037,577,1,0,2,45,29.0,2,1,0
70039,577,1,0,2,60,18.0,14,2,0
70049,625,1,0,2,20,20.0,13,3,0
70050,625,1,0,2,20,15.0,15,2,0
70062,625,1,0,2,40,20.0,12,2,0
70101,731,1,0,2,15,16.0,17,1,0
70103,732,1,0,2,15,25.0,10,1,0
70106,731,1,0,2,25,16.0,18,2,0
70114,789,1,0,2,5,30.0,1,2,0
70137,789,1,0,2,40,29.0,8,2,0
70147,790,1,0,2,5,19.0,18,1,1
70149,789,1,0,2,10,20.0,17,2,1
70153,851,1,0,2,10,20.0,16,2,0
70155,851,1,0,2,20,37.0,1,3,0
70158,851,1,0,2,20,20.0,15,2,0
70167,851,1,0,2,40,25.0,14,1,0
70169,850,1,0,2,40,35.0,2,2,0
70173,916,1,0,2,30,20.0,15,1,0
70194,984,1,0,2,10,10.0,22,3,0
70210,984,1,0,2,35,25.0,15,3,0
70247,1132,1,0,2,15,24.0,15,3,0
70254,1132,1,0,2,20,27.0,14,2,0
70257,1132,1,0,2,20,40.0,2,2,0
70260,1132,1,0,2,25,20.0,19,1,0
70278,1212,1,0,2,10,30.0,9,2,0
70283,1212,1,0,2,10,30.0,11,2,0
70291,1212,1,0,2,20,32.0,11,3,0
70306,1212,1,0,2,40,25.0,15,2,0
70316,1212,1,0,2,30,20.0,19,1,1
70318,1212,1,0,2,15,30.0,12,3,1
70325,1296,1,0,2,10,40.0,0,3,0
70327,1296,1,0,2,15,20.0,20,2,0
70333,1296,1,0,2,20,20.0,21,2,0
70345,1296,1,0,2,40,40.0,2,2,0
70346,1297,1,0,2,50,15.0,28,2,0
70350,1296,1,0,2,70,15.0,26,2,0
70367,1385,1,0,2,20,32.0,8,3,0
70369,1385,1,0,2,20,30.0,12,2,0
70372,1385,1,0,2,25,24.0,22,1,0
70373,1385,1,0,2,30,30.0,15,2,0
70377,1385,1,0,2,35,40.0,4,3,0
70396,1478,1,0,2,5,12.0,27,1,0
70441,1576,1,0,2,30,45.0,1,3,0
70446,1575,1,0,2,40,20.0,24,2,0
70468,1678,1,0,2,35,45.0,2,1,0
70469,1678,1,0,2,40,24.0,20,2,0
70474,1678,1,0,2,20,10.0,30,2,1
70478,1785,1,0,2,10,20.0,25,2,0
70484,1785,1,0,2,20,35.0,11,1,0
70513,1898,1,0,2,50,40.0,10,1,1
70518,2015,1,0,2,15,21.0,28,2,0
70523,2016,1,0,2,20,38.0,13,2,0
70528,2016,1,0,2,50,42.0,7,2,1
70530,2139,1,0,2,5,10.0,36,2,0
70537,2138,1,0,2,20,42.0,6,1,0
70556,2267,1,0,2,20,17.0,34,1,0
70558,2267,1,0,2,20,42.0,7,1,0
70572,2401,1,0,2,10,40.0,10,2,0
70590,2401,1,0,2,40,50.0,5,2,0
70603,2542,1,0,2,10,17.0,36,2,0
70608,2542,1,0,2,20,20.0,31,1,0
70617,2541,1,0,2,40,34.0,17,2,0
70626,2687,1,0,2,10,30.0,26,3,0
70631,2688,1,0,2,25,18.0,35,2,0
70635,2688,1,0,2,40,50.0,0,2,0
70675,3337,1,0,2,10,25.0,29,3,0
70680,3516,1,0,2,20,16.0,42,3,0
70692,3895,1,0,2,5,23.0,39,3,0
70695,3895,1,0,2,25,37.0,26,1,0
70707,188,0,1,2,25,21.0,1,1,0
70711,232,0,1,2,20,18.0,4,3,0
70714,283,0,1,2,10,20.0,7,3,0
70723,342,0,1,2,20,12.0,12,1,0
70725,375,0,1,2,10,20.0,3,1,0
70738,448,0,1,2,20,10.0,16,3,0
70760,531,0,1,2,20,25.0,4,3,0
70764,531,0,1,2,40,25.0,3,1,0
70766,577,0,1,2,10,15.0,14,1,0
70773,577,0,1,2,40,22.0,9,3,0
70775,625,0,1,2,10,13.0,20,2,0
70778,626,0,1,2,20,20.0,10,2,0
70787,677,0,1,2,10,18.0,13,3,0
70805,790,0,1,2,40,30.0,3,2,0
70827,915,0,1,2,5,30.0,0,2,0
70856,1056,0,1,2,5,27.0,13,2,0
70861,1056,0,1,2,20,36.0,5,1,0
70862,1056,0,1,2,20,30.0,8,1,0
70872,1132,0,1,2,10,35.0,3,1,0
70873,1132,0,1,2,10,28.0,14,1,0
70895,1296,0,1,2,15,30.0,9,1,0
70907,1385,0,1,2,10,40.0,0,3,0
70927,1576,0,1,2,5,40.0,6,2,0
70944,1678,0,1,2,20,35.0,9,1,0
70948,1678,0,1,2,40,14.0,29,3,1
70953,1785,0,1,2,20,44.0,6,1,0
70959,1898,0,1,2,5,40.0,6,2,0
70962,1898,0,1,2,20,34.0,12,2,0
70983,2138,0,1,2,20,30.0,19,1,0
70987,2138,0,1,2,40,20.0,29,2,0
70989,2267,0,1,2,15,30.0,19,2,0
70997,2267,0,1,2,30,40.0,9,2,1
71005,2402,0,1,2,20,50.0,0,2,0
71011,2541,0,1,2,20,26.0,15,2,0
71016,2688,0,1,2,15,39.0,17,2,0
71019,2688,0,1,2,25,50.0,3,3,0
71040,3164,0,1,2,20,39.0,17,2,1
71051,677,0,1,1,0,0.0,0,1,1
71053,1212,1,0,1,0,0.0,0,1,1
71089,232,1,0,3,20,21.0,0,2,0
71108,410,1,0,3,25,30.0,0,2,0
71110,411,1,0,3,60,30.0,0,2,0
71120,448,1,0,3,30,30.0,0,3,1
71121,448,1,0,3,20,32.0,0,3,2
71144,577,1,0,3,90,33.0,0,1,0
71159,625,1,0,3,15,32.0,0,2,1
71178,732,1,0,3,20,34.0,0,1,0
71191,789,1,0,3,20,36.0,0,2,0
71192,789,1,0,3,30,34.0,0,2,0
71202,851,1,1,3,60,40.0,0,1,1
71203,851,1,1,3,25,40.0,0,2,2
71206,851,1,0,3,35,38.0,0,3,0
71230,984,1,0,3,20,40.0,0,2,0
71232,984,1,0,3,70,47.0,0,3,0
71246,1132,1,1,3,40,42.0,0,3,0
71250,1132,1,0,3,40,40.0,0,3,0
71251,1132,1,0,3,50,44.0,0,3,2
71258,1212,1,0,3,10,40.0,0,2,0
71266,1296,1,1,3,30,45.0,0,1,1
71269,1296,1,0,3,5,42.0,0,1,0
71279,1385,1,1,3,5,40.0,0,1,0
71282,1385,1,1,3,15,45.0,0,2,2
71297,1478,1,0,3,15,45.0,0,1,1
71300,1576,1,1,3,25,50.0,0,3,0
71307,1576,1,0,3,25,45.0,0,1,1
71317,1678,1,0,3,15,46.0,0,2,1
71332,1898,1,1,3,25,50.0,0,2,0
71353,2016,1,0,3,40,50.0,0,2,0
71361,2267,1,0,3,40,53.0,0,2,0
71382,2688,1,1,3,30,60.0,0,1,1
71388,2840,1,1,3,20,60.0,0,2,0
71400,2999,1,0,3,30,60.0,0,2,0
71411,3702,1,0,3,15,60.0,0,1,0
71417,151,0,0,3,60,18.0,0,2,0
71441,232,0,0,3,10,19.0,0,2,0
71442,232,0,0,3,25,23.0,0,1,0
71452,283,0,1,3,20,25.0,0,2,0
71456,311,0,1,3,15,28.0,0,3,0
71463,342,0,1,3,10,26.0,0,2,0
71468,375,0,1,3,15,24.0,0,2,0
71483,410,0,0,3,20,27.0,0,3,0
71487,410,0,0,3,60,21.0,0,2,0
71502,488,0,0,3,40,32.0,0,2,0
71510,531,0,0,3,15,32.0,0,2,0
71523,625,0,1,3,30,35.0,0,3,0
71528,625,0,0,3,35,35.0,0,3,0
71532,677,0,1,3,30,30.0,0,2,0
71557,851,0,1,3,40,38.0,0,2,0
71561,851,0,0,3,5,9.0,0,2,0
71566,850,0,0,3,40,38.0,0,3,0
71567,851,0,0,3,60,37.0,0,1,0
71572,915,0,1,3,20,38.0,0,2,2
71589,1056,0,1,3,30,40.0,0,2,0
71593,1056,0,1,3,40,40.0,0,1,2
71613,1212,0,1,3,50,43.0,0,2,0
71622,1297,0,1,3,5,30.0,0,2,0
71626,1296,0,1,3,40,40.0,0,2,0
71631,1296,0,0,3,20,40.0,0,2,0
71637,1385,0,1,3,35,40.0,0,2,0
71641,1385,0,0,3,5,40.0,0,2,1
71643,1385,0,0,3,20,40.0,0,2,1
71649,1478,0,0,3,15,46.0,0,3,0
71654,1478,0,0,3,10,46.0,0,2,1
71674,1678,0,0,3,10,48.0,0,2,1
71681,1786,0,0,3,30,45.0,0,3,0
71686,1898,0,0,3,10,48.0,0,2,0
71691,2015,0,1,3,5,50.0,0,3,0
71693,2015,0,1,3,20,47.0,0,2,0
71704,2138,0,0,3,20,50.0,0,1,1
71706,2267,0,0,3,30,50.0,0,2,0
71709,2401,0,1,3,20,58.0,0,3,0
71719,2541,0,1,3,20,61.0,0,1,1
71733,2840,0,1,3,10,50.0,0,1,1
71735,2840,0,0,3,10,50.0,0,3,0
71736,2999,0,1,3,10,50.0,0,1,0
71746,3702,0,1,3,10,50.0,0,2,0
71760,311,1,1,2,20,14.0,9,2,0
71768,411,1,1,2,20,24.0,5,2,0
71778,448,1,1,2,15,12.0,12,1,0
71787,448,1,1,2,40,23.0,9,2,0
71809,531,1,1,2,40,20.0,11,2,0
71832,625,1,1,2,10,15.0,17,3,0
71836,626,1,1,2,20,17.0,15,2,0
71843,625,1,1,2,60,30.0,3,2,0
71870,732,1,1,2,35,17.0,19,2,0
71877,732,1,1,2,50,26.0,10,2,1
71890,789,1,1,2,20,36.0,1,2,0
71900,789,1,1,2,40,34.0,3,3,0
71901,789,1,1,2,50,22.0,15,2,0
71929,915,1,1,2,20,18.0,18,3,0
71934,915,1,1,2,25,19.0,20,1,0
71945,984,1,1,2,40,20.0,16,1,0
71948,984,1,1,2,25,35.0,3,1,0
71951,984,1,1,2,40,34.0,4,2,0
71952,984,1,1,2,45,25.0,12,2,0
71955,984,1,1,2,30,25.0,14,2,1
71958,1056,1,1,2,10,25.0,13,2,0
71986,1132,1,1,2,20,30.0,12,1,0
71993,1132,1,1,2,35,40.0,3,3,0
72001,1132,1,1,2,60,23.0,18,2,0
72010,1212,1,1,2,20,19.0,20,3,0
72014,1212,1,1,2,30,40.0,2,2,0
72022,1297,1,1,2,20,15.0,25,3,0
72025,1296,1,1,2,20,40.0,2,2,0
72036,1296,1,1,2,40,22.0,18,3,0
72041,1296,1,1,2,30,40.0,2,1,1
72044,1296,1,1,2,30,40.0,6,1,2
72058,1385,1,1,2,40,31.0,13,2,0
72076,1478,1,1,2,20,30.0,16,1,0
72082,1478,1,1,2,20,45.0,1,1,0
72085,1478,1,1,2,30,30.0,12,2,0
